price,bedrooms,bathrooms,balcony,property_age,major_location,built_up_area,furnishing_type,location,latitude,longitude,price_per_sqft
1.08,2,2,3,New_property,Mira Road East,1050.0,Furnished,Mira Road East,19.2831,72.8753,10286.0
1.08,2,2,3+,Relatively New,Kashimira,1057.0,Unfurnished,Kashimira,19.4667,72.8167,10218.0
1.09,1,1,0,Mid Age,Dahisar West,507.0,Unfurnished,Dahisar West,19.2564,72.8447,21499.0
1.09,1,1,0,Relatively New,Mulund East,500.0,Furnished,Mulund East,19.1722,72.9528,21800.0
1.09,1,1,0,Relatively New,Mulund West,550.0,Unfurnished,Mulund West,19.1678,72.9411,19818.0
1.09,1,2,0,New_property,Bhandup West,510.0,Furnished,Bhandup West,19.1453,72.9322,21373.0
1.09,1,2,0,Mid Age,Andheri East,480.0,Furnished,Andheri East,19.1136,72.8697,22708.0
1.09,1,2,0,New_property,Borivali West,590.0,Unfurnished,Borivali West,19.2292,72.8463,18475.0
1.09,2,2,0,Relatively New,others,768.0,Unfurnished,others,19.076,72.8777,14193.0
1.09,2,2,0,New_property,Kurla East,708.0,Furnished,Kurla East,19.0667,72.8889,15395.0
1.1,1,1,0,Mid Age,Kandivali East,505.0,Unfurnished,Kandivali East,19.2036,72.8447,21782.0
1.1,1,1,0,Mid Age,Mulund West,564.0,Furnished,Mulund West,19.1678,72.9411,19504.0
1.1,1,1,0,New_property,Chembur,420.0,Unfurnished,Chembur,19.0522,72.9005,26190.0
1.1,1,1,0,Old,Andheri East,512.0,Unfurnished,Andheri East,19.1136,72.8697,21484.0
1.1,1,1,0,Old,Dadar West,270.0,Unfurnished,Dadar West,19.0166,72.8397,40741.0
1.1,1,1,0,Old,Ghatkopar West,480.0,Unfurnished,Ghatkopar West,19.0864,72.8981,22917.0
1.1,1,1,0,Old,Ghatkopar West,500.0,Furnished,Ghatkopar West,19.0864,72.8981,22000.0
1.1,1,1,0,Old,others,506.0,Furnished,others,19.076,72.8777,21739.0
1.1,1,1,0,Relatively New,Kandivali East,429.0,Furnished,Kandivali East,19.2036,72.8447,25641.0
1.1,1,1,0,Mid Age,Kandivali East,560.0,Furnished,Kandivali East,19.2036,72.8447,19643.0
1.1,1,1,0,Relatively New,Andheri East,650.0,Furnished,Andheri East,19.1136,72.8697,16923.0
1.1,1,1,0,Relatively New,Bhandup West,535.0,Unfurnished,Bhandup West,19.1453,72.9322,20561.0
1.1,1,1,0,Relatively New,Borivali West,498.0,Unfurnished,Borivali West,19.2292,72.8463,22088.0
1.1,1,1,0,Relatively New,Chembur,580.0,Furnished,Chembur,19.0522,72.9005,18966.0
1.1,1,1,0,Relatively New,Ghatkopar West,550.0,Furnished,Ghatkopar West,19.0864,72.8981,20000.0
1.1,1,1,0,Relatively New,Goregaon East,481.0,Furnished,Goregaon East,19.1672,72.8547,22869.0
1.1,1,1,0,Relatively New,Kandivali West,650.0,Furnished,Kandivali West,19.21,72.8331,16923.0
1.1,1,1,0,Relatively New,Mulund East,420.0,Furnished,Mulund East,19.1722,72.9528,26190.0
1.1,1,1,0,Relatively New,Mulund East,550.0,Furnished,Mulund East,19.1722,72.9528,20000.0
1.1,1,1,0,Relatively New,Mulund East,550.0,Unfurnished,Mulund East,19.1722,72.9528,20000.0
1.1,1,1,0,Relatively New,Mulund East,700.0,Furnished,Mulund East,19.1722,72.9528,15714.0
1.1,1,1,0,New_property,Chembur,525.0,Unfurnished,Chembur,19.0522,72.9005,20952.0
1.1,1,1,0,New_property,Chembur,600.0,Unfurnished,Chembur,19.0522,72.9005,18333.0
1.1,1,1,0,New_property,Ghatkopar East,489.0,Furnished,Ghatkopar East,19.0797,72.9086,22495.0
1.1,1,1,0,New_property,Kandivali West,620.0,Unfurnished,Kandivali West,19.21,72.8331,17742.0
1.1,1,1,0,New_property,Kurla West,480.0,Furnished,Kurla West,19.0667,72.8778,22917.0
1.1,1,1,0,New_property,Mulund West,644.0,Furnished,Mulund West,19.1678,72.9411,17081.0
1.1,1,1,0,New_property,Wadala East,463.0,Unfurnished,Wadala East,19.02,72.865,23758.0
1.1,1,1,0,New_property,Bhandup West,600.0,Furnished,Bhandup West,19.1453,72.9322,18333.0
1.1,1,1,0,New_property,Chembur,570.0,Furnished,Chembur,19.0522,72.9005,19298.0
1.1,1,1,0,New_property,Kandivali West,600.0,Unfurnished,Kandivali West,19.21,72.8331,18333.0
1.1,1,1,0,New_property,Malad West,500.0,Furnished,Malad West,19.1872,72.8422,22000.0
1.1,1,1,0,New_property,Malad West,600.0,Furnished,Malad West,19.1872,72.8422,18333.0
1.1,1,1,0,New_property,Parel,410.0,Furnished,Parel,18.9967,72.8372,26829.0
1.1,1,1,0,New_property,Parel,420.0,Furnished,Parel,18.9967,72.8372,26190.0
1.1,1,1,1,New_property,Andheri West,310.0,Unfurnished,Andheri West,19.1412,72.8431,35484.0
1.1,1,1,1,New_property,Lower Parel,400.0,Furnished,Lower Parel,18.9981,72.8269,27500.0
1.1,1,2,0,Mid Age,Malad West,544.0,Furnished,Malad West,19.1872,72.8422,20221.0
1.1,1,2,0,Old,Mulund East,600.0,Furnished,Mulund East,19.1722,72.9528,18333.0
1.1,1,2,0,Relatively New,Kandivali East,538.0,Unfurnished,Kandivali East,19.2036,72.8447,20446.0
1.1,1,2,0,Mid Age,Andheri East,528.0,Furnished,Andheri East,19.1136,72.8697,20833.0
1.1,1,2,0,Mid Age,Mulund West,615.0,Furnished,Mulund West,19.1678,72.9411,17886.0
1.1,1,2,0,Relatively New,Borivali East,600.0,Furnished,Borivali East,19.2277,72.8602,18333.0
1.1,1,2,0,Relatively New,Borivali West,525.0,Furnished,Borivali West,19.2292,72.8463,20952.0
1.1,1,2,0,Relatively New,Borivali West,585.0,Unfurnished,Borivali West,19.2292,72.8463,18803.0
1.1,1,2,0,Relatively New,Borivali West,600.0,Furnished,Borivali West,19.2292,72.8463,18333.0
1.1,1,2,0,Relatively New,Kandivali East,555.0,Unfurnished,Kandivali East,19.2036,72.8447,19820.0
1.1,1,2,0,Relatively New,Kandivali East,585.0,Unfurnished,Kandivali East,19.2036,72.8447,18803.0
1.1,1,2,0,Relatively New,Kandivali East,625.0,Furnished,Kandivali East,19.2036,72.8447,17600.0
1.1,1,2,0,Relatively New,Kandivali West,600.0,Furnished,Kandivali West,19.21,72.8331,18333.0
1.1,1,2,0,Relatively New,Malad West,540.0,Unfurnished,Malad West,19.1872,72.8422,20370.0
1.1,1,2,0,Relatively New,Malad West,550.0,Unfurnished,Malad West,19.1872,72.8422,20000.0
1.1,1,2,0,Relatively New,Mulund East,530.0,Furnished,Mulund East,19.1722,72.9528,20755.0
1.1,1,2,0,New_property,Andheri East,600.0,Furnished,Andheri East,19.1136,72.8697,18333.0
1.1,1,2,0,New_property,Chembur,495.0,Unfurnished,Chembur,19.0522,72.9005,22222.0
1.1,1,2,0,New_property,Chembur,600.0,Unfurnished,Chembur,19.0522,72.9005,18333.0
1.1,1,2,0,New_property,Chembur,650.0,Unfurnished,Chembur,19.0522,72.9005,16923.0
1.1,1,2,0,New_property,Ghatkopar East,420.0,Furnished,Ghatkopar East,19.0797,72.9086,26190.0
1.1,1,2,0,New_property,Ghatkopar East,560.0,Unfurnished,Ghatkopar East,19.0797,72.9086,19643.0
1.1,1,2,0,New_property,Ghatkopar East,650.0,Furnished,Ghatkopar East,19.0797,72.9086,16923.0
1.1,1,2,0,New_property,Ghatkopar East,660.0,Unfurnished,Ghatkopar East,19.0797,72.9086,16667.0
1.1,1,2,0,New_property,Goregaon West,527.0,Unfurnished,Goregaon West,19.1572,72.8417,20873.0
1.1,1,2,0,New_property,Goregaon West,550.0,Furnished,Goregaon West,19.1572,72.8417,20000.0
1.1,1,2,0,New_property,Kandivali East,635.0,Unfurnished,Kandivali East,19.2036,72.8447,17323.0
1.1,1,2,0,New_property,Kandivali East,800.0,Furnished,Kandivali East,19.2036,72.8447,13750.0
1.1,1,2,0,New_property,Kandivali West,650.0,Furnished,Kandivali West,19.21,72.8331,16923.0
1.1,1,2,0,New_property,Kandivali West,846.0,Furnished,Kandivali West,19.21,72.8331,13002.0
1.1,1,2,0,New_property,Malad East,433.0,Unfurnished,Malad East,19.1853,72.8556,25404.0
1.1,1,2,0,New_property,Mulund East,650.0,Furnished,Mulund East,19.1722,72.9528,16923.0
1.1,1,2,0,New_property,Vikhroli East,500.0,Furnished,Vikhroli East,19.11,72.9408,22000.0
1.1,1,2,0,New_property,Wadala East,480.0,Unfurnished,Wadala East,19.02,72.865,22917.0
1.1,1,2,0,New_property,Borivali West,600.0,Furnished,Borivali West,19.2292,72.8463,18333.0
1.1,1,2,0,New_property,Borivali West,650.0,Furnished,Borivali West,19.2292,72.8463,16923.0
1.1,1,2,0,New_property,Chembur,525.0,Unfurnished,Chembur,19.0522,72.9005,20952.0
1.1,1,2,0,New_property,Chembur,540.0,Unfurnished,Chembur,19.0522,72.9005,20370.0
1.1,1,2,0,New_property,Chembur,580.0,Furnished,Chembur,19.0522,72.9005,18966.0
1.1,1,2,0,New_property,Chembur,700.0,Unfurnished,Chembur,19.0522,72.9005,15714.0
1.1,1,2,0,New_property,Goregaon East,390.0,Unfurnished,Goregaon East,19.1672,72.8547,28205.0
1.1,1,2,0,New_property,Kandivali West,510.0,Unfurnished,Kandivali West,19.21,72.8331,21569.0
1.1,1,2,0,New_property,Kandivali West,550.0,Unfurnished,Kandivali West,19.21,72.8331,20000.0
1.1,1,2,0,New_property,Kandivali West,600.0,Furnished,Kandivali West,19.21,72.8331,18333.0
1.1,1,2,0,New_property,Malad West,500.0,Furnished,Malad West,19.1872,72.8422,22000.0
1.1,1,2,0,New_property,Mulund East,500.0,Furnished,Mulund East,19.1722,72.9528,22000.0
1.1,1,2,1,Old,Kandivali East,456.0,Unfurnished,Kandivali East,19.2036,72.8447,24123.0
1.1,1,2,1,Relatively New,Chembur,610.0,Furnished,Chembur,19.0522,72.9005,18033.0
1.1,1,2,1,New_property,Borivali West,417.0,Unfurnished,Borivali West,19.2292,72.8463,26379.0
1.1,1,2,1,New_property,Dahisar East,410.0,Furnished,Dahisar East,19.2514,72.8572,26829.0
1.1,1,2,1,New_property,Kurla East,407.0,Furnished,Kurla East,19.0667,72.8889,27027.0
1.1,1,2,2,New_property,Malad West,652.0,Furnished,Malad West,19.1872,72.8422,16871.0
1.1,1,2,2,New_property,Borivali West,480.0,Unfurnished,Borivali West,19.2292,72.8463,22917.0
1.1,1,2,2,New_property,Chembur,415.0,Furnished,Chembur,19.0522,72.9005,26506.0
1.1,1,2,2,New_property,Dahisar West,510.0,Unfurnished,Dahisar West,19.2564,72.8447,21569.0
1.1,1,2,3,New_property,Malad West,600.0,Furnished,Malad West,19.1872,72.8422,18333.0
1.1,2,2,0,Mid Age,Kandivali West,700.0,Unfurnished,Kandivali West,19.21,72.8331,15714.0
1.1,2,2,0,New_property,Bhandup West,740.0,Unfurnished,Bhandup West,19.1453,72.9322,14865.0
1.1,2,2,0,New_property,Goregaon East,675.0,Unfurnished,Goregaon East,19.1672,72.8547,16296.0
1.1,2,2,0,New_property,Kandivali East,550.0,Furnished,Kandivali East,19.2036,72.8447,20000.0
1.1,2,2,0,New_property,Kandivali East,645.0,Unfurnished,Kandivali East,19.2036,72.8447,17054.0
1.1,2,2,2,Relatively New,Mira Road,780.0,Unfurnished,Mira Road,19.2831,72.8753,14103.0
1.1,2,2,2,Relatively New,others,1148.0,Unfurnished,others,19.076,72.8777,9582.0
1.1,2,2,2,New_property,Kandivali East,900.0,Furnished,Kandivali East,19.2036,72.8447,12222.0
1.1,2,2,2,New_property,Thane West,900.0,Furnished,Thane West,19.2186,72.9781,12222.0
1.1,2,2,2,New_property,Mira Road East,865.0,Furnished,Mira Road East,19.2831,72.8753,12717.0
1.1,2,2,2,New_property,Mira Road East,1020.0,Furnished,Mira Road East,19.2831,72.8753,10784.0
1.1,2,2,3,Relatively New,Mira Road,68.0,Unfurnished,Mira Road,19.2831,72.8753,161765.0
1.1,2,2,3,Relatively New,Mira Road East,800.0,Furnished,Mira Road East,19.2831,72.8753,13750.0
1.1,2,2,3,New_property,Mira Road East,800.0,Furnished,Mira Road East,19.2831,72.8753,13750.0
1.1,2,2,3,New_property,Mira Road East,1150.0,Furnished,Mira Road East,19.2831,72.8753,9565.0
1.1,2,2,3,New_property,Mira Road East,750.0,Furnished,Mira Road East,19.2831,72.8753,14667.0
1.1,2,2,3,New_property,Mira Road East,990.0,Unfurnished,Mira Road East,19.2831,72.8753,11111.0
1.1,2,2,3,New_property,Mira Road East,1020.0,Furnished,Mira Road East,19.2831,72.8753,10784.0
1.1,2,2,3+,Relatively New,Mira Road East,965.0,Unfurnished,Mira Road East,19.2831,72.8753,11399.0
1.1,2,2,3+,New_property,Mira Road East,1035.0,Unfurnished,Mira Road East,19.2831,72.8753,10628.0
1.1,2,2,3+,New_property,Mira Road East,1060.0,Unfurnished,Mira Road East,19.2831,72.8753,10377.0
1.1,2,4,0,New_property,Mira Road East,1030.0,Unfurnished,Mira Road East,19.2831,72.8753,10680.0
1.1,3,3,3+,New_property,Mira Road East,1000.0,Unfurnished,Mira Road East,19.2831,72.8753,11000.0
1.1,3,4,0,New_property,Vasai West,1406.0,Furnished,Vasai West,19.3831,72.8089,7824.0
1.11,1,1,0,New_property,Jogeshwari West,540.0,Furnished,Jogeshwari West,19.135,72.8367,20556.0
1.11,1,2,0,New_property,others,475.0,Unfurnished,others,19.076,72.8777,23368.0
1.11,1,2,0,Relatively New,Borivali West,425.0,Unfurnished,Borivali West,19.2292,72.8463,26118.0
1.11,1,2,0,Relatively New,Chembur,750.0,Furnished,Chembur,19.0522,72.9005,14800.0
1.11,1,2,0,New_property,Kandivali West,550.0,Unfurnished,Kandivali West,19.21,72.8331,20182.0
1.11,1,2,0,New_property,Mulund West,600.0,Furnished,Mulund West,19.1678,72.9411,18500.0
1.11,1,2,0,New_property,Borivali West,500.0,Furnished,Borivali West,19.2292,72.8463,22200.0
1.11,2,2,0,Relatively New,Mira Road East,855.0,Unfurnished,Mira Road East,19.2831,72.8753,12982.0
1.11,2,2,0,Mid Age,Borivali West,450.0,Furnished,Borivali West,19.2292,72.8463,24667.0
1.11,2,2,0,Mid Age,Dahisar East,680.0,Furnished,Dahisar East,19.2514,72.8572,16324.0
1.11,2,2,0,Mid Age,Dahisar East,700.0,Furnished,Dahisar East,19.2514,72.8572,15857.0
1.11,2,2,0,New_property,Andheri East,616.0,Unfurnished,Andheri East,19.1136,72.8697,18019.0
1.11,2,2,1,New_property,Mira Road East,880.0,Unfurnished,Mira Road East,19.2831,72.8753,12614.0
1.11,3,3,1,New_property,Goregaon East,1400.0,Furnished,Goregaon East,19.1672,72.8547,7929.0
1.11,4,4,3+,New_property,Virar West,1427.0,Furnished,Virar West,19.4558,72.7947,7779.0
1.12,1,1,0,Relatively New,Powai,580.0,Unfurnished,Powai,19.1167,72.9047,19310.0
1.12,1,1,0,New_property,Mulund West,600.0,Furnished,Mulund West,19.1678,72.9411,18667.0
1.12,1,2,0,Mid Age,Borivali West,610.0,Furnished,Borivali West,19.2292,72.8463,18361.0
1.12,1,2,0,Relatively New,Goregaon West,420.0,Unfurnished,Goregaon West,19.1572,72.8417,26667.0
1.12,1,2,0,Relatively New,Mulund East,650.0,Unfurnished,Mulund East,19.1722,72.9528,17231.0
1.12,1,2,0,New_property,Borivali West,450.0,Unfurnished,Borivali West,19.2292,72.8463,24889.0
1.12,1,2,0,New_property,Borivali West,700.0,Furnished,Borivali West,19.2292,72.8463,16000.0
1.12,1,2,0,New_property,Chembur,523.0,Furnished,Chembur,19.0522,72.9005,21415.0
1.12,1,2,0,New_property,Kanjurmarg East,532.0,Furnished,Kanjurmarg East,19.1403,72.93,21053.0
1.12,1,2,0,New_property,Mulund West,610.0,Unfurnished,Mulund West,19.1678,72.9411,18361.0
1.12,1,2,1,New_property,Kandivali East,450.0,Unfurnished,Kandivali East,19.2036,72.8447,24889.0
1.12,1,2,3,New_property,Goregaon East,550.0,Furnished,Goregaon East,19.1672,72.8547,20364.0
1.12,2,2,0,Relatively New,Mira Road East,950.0,Unfurnished,Mira Road East,19.2831,72.8753,11789.0
1.12,2,2,0,New_property,Vikhroli East,743.0,Furnished,Vikhroli East,19.11,72.9408,15074.0
1.12,2,2,0,New_property,Kurla East,766.0,Furnished,Kurla East,19.0667,72.8889,14621.0
1.12,2,2,3,Mid Age,Mira Road,905.0,Unfurnished,Mira Road,19.2831,72.8753,12376.0
1.12,2,2,3,New_property,Mira Road East,825.0,Furnished,Mira Road East,19.2831,72.8753,13576.0
1.12,2,2,3,New_property,Mira Road East,768.0,Furnished,Mira Road East,19.2831,72.8753,14583.0
1.12,2,4,3+,Relatively New,Mira Road,750.0,Unfurnished,Mira Road,19.2831,72.8753,14933.0
1.12,3,2,3,New_property,Mira Road East,1208.0,Furnished,Mira Road East,19.2831,72.8753,9272.0
1.13,1,2,0,Relatively New,Kanjurmarg East,545.0,Unfurnished,Kanjurmarg East,19.1403,72.93,20734.0
1.13,1,2,0,New_property,Mulund East,700.0,Furnished,Mulund East,19.1722,72.9528,16143.0
1.13,2,2,3,New_property,Mira Road East,980.0,Furnished,Mira Road East,19.2831,72.8753,11531.0
1.14,1,2,0,New_property,Andheri East,550.0,Unfurnished,Andheri East,19.1136,72.8697,20727.0
1.14,1,2,0,Relatively New,Powai,570.0,Furnished,Powai,19.1167,72.9047,20000.0
1.14,1,2,1,New_property,Malad West,580.0,Furnished,Malad West,19.1872,72.8422,19655.0
1.15,1,1,0,Mid Age,Andheri East,516.0,Unfurnished,Andheri East,19.1136,72.8697,22287.0
1.15,1,1,0,New_property,Mulund West,565.0,Unfurnished,Mulund West,19.1678,72.9411,20354.0
1.15,1,1,0,New_property,Dadar West,360.0,Unfurnished,Dadar West,19.0166,72.8397,31944.0
1.15,1,1,0,Mid Age,Ghatkopar West,500.0,Furnished,Ghatkopar West,19.0864,72.8981,23000.0
1.15,1,1,0,Relatively New,Borivali West,500.0,Furnished,Borivali West,19.2292,72.8463,23000.0
1.15,1,1,0,Relatively New,Borivali West,530.0,Furnished,Borivali West,19.2292,72.8463,21698.0
1.15,1,1,0,Relatively New,Borivali West,560.0,Furnished,Borivali West,19.2292,72.8463,20536.0
1.15,1,1,0,Relatively New,Borivali West,570.0,Unfurnished,Borivali West,19.2292,72.8463,20175.0
1.15,1,1,0,Relatively New,Mulund East,630.0,Furnished,Mulund East,19.1722,72.9528,18254.0
1.15,1,1,0,Relatively New,Powai,650.0,Furnished,Powai,19.1167,72.9047,17692.0
1.15,1,1,0,New_property,Chembur,650.0,Furnished,Chembur,19.0522,72.9005,17692.0
1.15,1,1,0,New_property,Kurla West,550.0,Furnished,Kurla West,19.0667,72.8778,20909.0
1.15,1,1,0,New_property,Wadala East,460.0,Unfurnished,Wadala East,19.02,72.865,25000.0
1.15,1,1,0,New_property,Andheri East,490.0,Furnished,Andheri East,19.1136,72.8697,23469.0
1.15,1,1,0,New_property,Chembur,520.0,Unfurnished,Chembur,19.0522,72.9005,22115.0
1.15,1,1,0,New_property,Kurla West,678.0,Furnished,Kurla West,19.0667,72.8778,16962.0
1.15,1,1,0,New_property,Malad East,419.0,Furnished,Malad East,19.1853,72.8556,27446.0
1.15,1,1,0,New_property,Malad West,650.0,Furnished,Malad West,19.1872,72.8422,17692.0
1.15,1,1,0,New_property,Wadala East,575.0,Furnished,Wadala East,19.02,72.865,20000.0
1.15,1,1,1,Relatively New,Andheri East,500.0,Furnished,Andheri East,19.1136,72.8697,23000.0
1.15,1,2,0,New_property,Chembur,496.0,Unfurnished,Chembur,19.0522,72.9005,23185.0
1.15,1,2,0,New_property,Kandivali East,514.0,Unfurnished,Kandivali East,19.2036,72.8447,22374.0
1.15,1,2,0,New_property,Vikhroli West,527.0,Unfurnished,Vikhroli West,19.1103,72.9267,21822.0
1.15,1,2,0,Old,Mulund East,576.0,Furnished,Mulund East,19.1722,72.9528,19965.0
1.15,1,2,0,Relatively New,Kandivali East,538.0,Unfurnished,Kandivali East,19.2036,72.8447,21375.0
1.15,1,2,0,Relatively New,Malad West,475.0,Unfurnished,Malad West,19.1872,72.8422,24211.0
1.15,1,2,0,Relatively New,others,480.0,Unfurnished,others,19.076,72.8777,23958.0
1.15,1,2,0,Mid Age,Kandivali East,650.0,Furnished,Kandivali East,19.2036,72.8447,17692.0
1.15,1,2,0,Relatively New,Andheri East,520.0,Furnished,Andheri East,19.1136,72.8697,22115.0
1.15,1,2,0,Relatively New,Borivali East,550.0,Furnished,Borivali East,19.2277,72.8602,20909.0
1.15,1,2,0,Relatively New,Borivali East,580.0,Furnished,Borivali East,19.2277,72.8602,19828.0
1.15,1,2,0,Relatively New,Borivali East,600.0,Furnished,Borivali East,19.2277,72.8602,19167.0
1.15,1,2,0,Relatively New,Borivali West,515.0,Unfurnished,Borivali West,19.2292,72.8463,22330.0
1.15,1,2,0,Relatively New,Dahisar East,625.0,Furnished,Dahisar East,19.2514,72.8572,18400.0
1.15,1,2,0,Relatively New,Kandivali East,550.0,Furnished,Kandivali East,19.2036,72.8447,20909.0
1.15,1,2,0,Relatively New,Kandivali East,560.0,Furnished,Kandivali East,19.2036,72.8447,20536.0
1.15,1,2,0,Relatively New,Kandivali East,595.0,Furnished,Kandivali East,19.2036,72.8447,19328.0
1.15,1,2,0,Relatively New,Kandivali East,600.0,Furnished,Kandivali East,19.2036,72.8447,19167.0
1.15,1,2,0,Relatively New,Kandivali East,700.0,Furnished,Kandivali East,19.2036,72.8447,16429.0
1.15,1,2,0,Relatively New,Mulund East,500.0,Unfurnished,Mulund East,19.1722,72.9528,23000.0
1.15,1,2,0,Relatively New,Mulund East,700.0,Furnished,Mulund East,19.1722,72.9528,16429.0
1.15,1,2,0,New_property,Borivali East,520.0,Unfurnished,Borivali East,19.2277,72.8602,22115.0
1.15,1,2,0,New_property,Borivali West,600.0,Unfurnished,Borivali West,19.2292,72.8463,19167.0
1.15,1,2,0,New_property,Chembur,557.0,Unfurnished,Chembur,19.0522,72.9005,20646.0
1.15,1,2,0,New_property,Ghatkopar East,502.0,Furnished,Ghatkopar East,19.0797,72.9086,22908.0
1.15,1,2,0,New_property,Goregaon East,637.0,Unfurnished,Goregaon East,19.1672,72.8547,18053.0
1.15,1,2,0,New_property,Goregaon West,550.0,Furnished,Goregaon West,19.1572,72.8417,20909.0
1.15,1,2,0,New_property,Jogeshwari East,450.0,Unfurnished,Jogeshwari East,19.1386,72.8511,25556.0
1.15,1,2,0,New_property,Jogeshwari West,540.0,Furnished,Jogeshwari West,19.135,72.8367,21296.0
1.15,1,2,0,New_property,Jogeshwari West,650.0,Furnished,Jogeshwari West,19.135,72.8367,17692.0
1.15,1,2,0,New_property,Kandivali East,600.0,Furnished,Kandivali East,19.2036,72.8447,19167.0
1.15,1,2,0,New_property,Malad East,550.0,Unfurnished,Malad East,19.1853,72.8556,20909.0
1.15,1,2,0,New_property,Mulund West,510.0,Furnished,Mulund West,19.1678,72.9411,22549.0
1.15,1,2,0,New_property,Mulund West,550.0,Furnished,Mulund West,19.1678,72.9411,20909.0
1.15,1,2,0,New_property,Borivali East,430.0,Furnished,Borivali East,19.2277,72.8602,26744.0
1.15,1,2,0,New_property,Borivali East,500.0,Furnished,Borivali East,19.2277,72.8602,23000.0
1.15,1,2,0,New_property,Chembur,460.0,Unfurnished,Chembur,19.0522,72.9005,25000.0
1.15,1,2,0,New_property,Chembur,650.0,Unfurnished,Chembur,19.0522,72.9005,17692.0
1.15,1,2,0,New_property,Jogeshwari West,550.0,Furnished,Jogeshwari West,19.135,72.8367,20909.0
1.15,1,2,0,New_property,Kandivali West,498.0,Furnished,Kandivali West,19.21,72.8331,23092.0
1.15,1,2,0,New_property,Kandivali West,525.0,Unfurnished,Kandivali West,19.21,72.8331,21905.0
1.15,1,2,0,New_property,Kandivali West,600.0,Furnished,Kandivali West,19.21,72.8331,19167.0
1.15,1,2,0,New_property,Kandivali West,601.0,Furnished,Kandivali West,19.21,72.8331,19135.0
1.15,1,2,0,New_property,Kandivali West,650.0,Unfurnished,Kandivali West,19.21,72.8331,17692.0
1.15,1,2,0,New_property,Mulund East,490.0,Furnished,Mulund East,19.1722,72.9528,23469.0
1.15,1,2,1,Mid Age,Andheri West,600.0,Furnished,Andheri West,19.1412,72.8431,19167.0
1.15,1,2,1,Relatively New,Bandra East,465.0,Furnished,Bandra East,19.0644,72.8455,24731.0
1.15,1,2,1,Relatively New,Bhandup West,750.0,Unfurnished,Bhandup West,19.1453,72.9322,15333.0
1.15,1,2,1,Relatively New,Kandivali East,600.0,Furnished,Kandivali East,19.2036,72.8447,19167.0
1.15,1,2,1,New_property,Malad West,530.0,Unfurnished,Malad West,19.1872,72.8422,21698.0
1.15,1,2,1,New_property,Malad West,675.0,Furnished,Malad West,19.1872,72.8422,17037.0
1.15,1,2,1,New_property,Mulund West,650.0,Furnished,Mulund West,19.1678,72.9411,17692.0
1.15,1,2,3,New_property,Andheri East,720.0,Furnished,Andheri East,19.1136,72.8697,15972.0
1.15,2,1,0,New_property,Ghatkopar East,580.0,Furnished,Ghatkopar East,19.0797,72.9086,19828.0
1.15,2,1,0,New_property,Mira Road East,1025.0,Furnished,Mira Road East,19.2831,72.8753,11220.0
1.15,2,2,0,Relatively New,Mira Road,750.0,Unfurnished,Mira Road,19.2831,72.8753,15333.0
1.15,2,2,0,Relatively New,Dahisar West,650.0,Furnished,Dahisar West,19.2564,72.8447,17692.0
1.15,2,2,0,Relatively New,Dahisar West,800.0,Unfurnished,Dahisar West,19.2564,72.8447,14375.0
1.15,2,2,0,New_property,Bhandup West,650.0,Furnished,Bhandup West,19.1453,72.9322,17692.0
1.15,2,2,0,New_property,Bhandup West,700.0,Furnished,Bhandup West,19.1453,72.9322,16429.0
1.15,2,2,0,New_property,Bhandup West,700.0,Unfurnished,Bhandup West,19.1453,72.9322,16429.0
1.15,2,2,0,New_property,Mira Road East,972.0,Furnished,Mira Road East,19.2831,72.8753,11831.0
1.15,2,2,0,New_property,Mira Road East,1050.0,Furnished,Mira Road East,19.2831,72.8753,10952.0
1.15,2,2,1,New_property,Bhandup East,690.0,Unfurnished,Bhandup East,19.15,72.9417,16667.0
1.15,2,2,1,New_property,Bhandup West,749.0,Furnished,Bhandup West,19.1453,72.9322,15354.0
1.15,2,2,1,New_property,Kandivali East,750.0,Furnished,Kandivali East,19.2036,72.8447,15333.0
1.15,2,2,1,New_property,Thane West,900.0,Furnished,Thane West,19.2186,72.9781,12778.0
1.15,2,2,1,New_property,Thane West,1100.0,Furnished,Thane West,19.2186,72.9781,10455.0
1.15,2,2,2,Relatively New,Mira Road East,870.0,Furnished,Mira Road East,19.2831,72.8753,13218.0
1.15,2,2,2,Relatively New,Mira Road East,1050.0,Unfurnished,Mira Road East,19.2831,72.8753,10952.0
1.15,2,2,2,New_property,Kurla West,1050.0,Furnished,Kurla West,19.0667,72.8778,10952.0
1.15,2,2,2,New_property,Mira Road East,1020.0,Furnished,Mira Road East,19.2831,72.8753,11275.0
1.15,2,2,2,New_property,Mira Road East,880.0,Furnished,Mira Road East,19.2831,72.8753,13068.0
1.15,2,2,2,New_property,Mira Road East,1050.0,Furnished,Mira Road East,19.2831,72.8753,10952.0
1.15,2,2,3,New_property,Mira Road East,960.0,Furnished,Mira Road East,19.2831,72.8753,11979.0
1.15,2,2,3,New_property,Mira Road East,982.0,Furnished,Mira Road East,19.2831,72.8753,11711.0
1.15,2,2,3,New_property,Mira Road East,990.0,Unfurnished,Mira Road East,19.2831,72.8753,11616.0
1.15,2,2,3+,Old,others,834.0,Unfurnished,others,19.076,72.8777,13789.0
1.15,2,2,3+,Relatively New,Kandivali East,911.0,Furnished,Kandivali East,19.2036,72.8447,12623.0
